iter	F1	Logloss
75	0.6972005721	0.4589718789
76	0.6971572004	0.4586936967
77	0.6975767649	0.4583327669
78	0.6978780538	0.4580556395
79	0.6972166243	0.4577266634
80	0.6972530684	0.4574442859
81	0.6975111865	0.4571451113
82	0.697561404	0.4568352849
83	0.6984433521	0.4565574802
84	0.6989728733	0.4563240757
85	0.6983541264	0.456071149
86	0.6987076166	0.4558408809
87	0.69908316	0.4555844795
88	0.6992908633	0.455302887
89	0.6989124381	0.4550833382
90	0.698622105	0.4548391785
91	0.6991059651	0.4546034207
92	0.6991645904	0.4543984426
93	0.6995723241	0.4540601537
94	0.6998155144	0.4538130918
95	0.6997656708	0.4536371179
96	0.6997919902	0.4534167126
97	0.699935533	0.4532450846
98	0.7004980955	0.4529485555
99	0.700430845	0.4527113102
100	0.7000703235	0.4524658631
101	0.7006944241	0.4522531084
102	0.7004046209	0.4520434412
103	0.7005510611	0.4518447126
104	0.7008026246	0.4516770932
105	0.7007153747	0.4514590618
106	0.7007650145	0.451252839
107	0.701256016	0.4510473837
108	0.7014015129	0.4508805887
109	0.7015187943	0.4506768193
110	0.7011524589	0.4504669607
111	0.7010593656	0.4503137235
112	0.700966141	0.4501498719
113	0.7011453744	0.4499363766
114	0.7014793942	0.4497427784
115	0.7012796431	0.4495037651
116	0.7014618681	0.4492811673
117	0.7017708731	0.4491347035
118	0.7018739353	0.4489851269
119	0.7020027016	0.4488172389
120	0.7024393108	0.4485953743
121	0.7030263892	0.4483376265
122	0.7033527911	0.4480848442
123	0.7033482994	0.4479050214
124	0.7031057359	0.4477455037
125	0.7035591679	0.4475866236
126	0.703832957	0.4474114165
127	0.7038785143	0.4472300581
128	0.7036569987	0.4470502179
129	0.7040980962	0.4469009953
130	0.7041526045	0.446788399
131	0.7048949407	0.4466163199
132	0.7054024709	0.4464813848
133	0.7052124912	0.4463472619
134	0.7056233858	0.4461719781
135	0.7053747028	0.4460383073
136	0.7053262082	0.4459052554
137	0.7051809211	0.4457451614
138	0.7053534701	0.4456396486
139	0.7057233517	0.4454355376
140	0.7058270124	0.4452813951
141	0.7060068179	0.4450965193
142	0.7058858117	0.4449604235
143	0.7058201058	0.4447526143
144	0.70599306	0.4446111606
145	0.7063146754	0.4444157868
146	0.7063113934	0.4442526946
147	0.7060416115	0.4440914813
148	0.7061350596	0.4439932088
149	0.7061834441	0.4438313719
150	0.7062457709	0.4437191426
151	0.7067885808	0.4434966937
152	0.7067885808	0.4433789226
153	0.7069234161	0.4432247296
154	0.7069893264	0.4431028641
155	0.7071176471	0.4429643678
156	0.707	0.442840308
157	0.7072144937	0.4426982341
158	0.7071176471	0.4425781044
159	0.7072905332	0.4424665817
160	0.7070831863	0.4423215598
161	0.7072840668	0.4421733558
162	0.7073429042	0.4420595286
163	0.7079193368	0.4418459365
164	0.7078225593	0.4417413717
165	0.7085734447	0.4415992801
166	0.7084692948	0.4414930981
167	0.7084447841	0.4413692759
168	0.7085489182	0.4412444065
169	0.7085660533	0.4411593022
170	0.7089642196	0.4410276145
171	0.7088391781	0.4408648467
172	0.7092640489	0.4407495827
173	0.7092469579	0.4406074888
174	0.7097058564	0.4404985493
175	0.7095617413	0.4403616174
176	0.7095958854	0.440229321
177	0.7099429647	0.4400734042
178	0.7098101452	0.4399078744
179	0.7102781776	0.4397797476
180	0.7099030267	0.439644559
181	0.7101721808	0.4395072986
182	0.7099826618	0.4394301716
183	0.7103770535	0.4392739862
184	0.7103468548	0.439127205
185	0.7103413802	0.4389822649
186	0.7107360249	0.4388157741
187	0.7107228987	0.4387047345
188	0.7107685972	0.4385715531
189	0.710846919	0.4384636089
190	0.7109738158	0.4383500859
191	0.7110287412	0.4382045417
192	0.7117397953	0.4380870756
193	0.7120766698	0.4379642757
194	0.7120726653	0.4378587506
195	0.7122780195	0.437726317
196	0.7121813531	0.4376464502
197	0.712429445	0.4374781155
198	0.7128660473	0.4373336866
199	0.7129749441	0.4372055938
200	0.71297903	0.4370842125
201	0.7130081779	0.436930919
202	0.7130460362	0.4368313149
203	0.713075203	0.4367429098
204	0.7130163587	0.4366626941
205	0.7132476244	0.4365654963
206	0.7131048684	0.4364933062
207	0.7128945897	0.436377244
208	0.7129738639	0.4362555701
209	0.7131550299	0.4361333871
210	0.7131719086	0.4360144841
211	0.7131928916	0.4358986709
212	0.713390414	0.4358051417
213	0.7132179849	0.4356833662
214	0.713390045	0.4355745595
215	0.7136172342	0.4354695528
216	0.7135077856	0.4353898555
217	0.7137095587	0.4352896926
218	0.7140502678	0.4351299587
219	0.7140082401	0.4350453813
220	0.7139912849	0.4349339531
221	0.7146096534	0.4347823042
222	0.7148703153	0.4346581861
223	0.715185774	0.4345303189
224	0.7150176678	0.4344233888
225	0.7152700077	0.4342609898
226	0.7154174643	0.4341547234
227	0.7158167471	0.4340214342
228	0.7160988251	0.4339392248
229	0.7159345189	0.4338676044
230	0.71587998	0.4337589279
231	0.7156908941	0.4336637967
232	0.7157919538	0.4335822373
233	0.7159395528	0.4335110412
234	0.7160319284	0.4333760726
235	0.7160908368	0.4332852896
236	0.7158719406	0.4331957924
237	0.7162253704	0.4331286462
238	0.7164776911	0.4330155642
239	0.7167432544	0.432905595
240	0.7166131456	0.4328538955
241	0.7166175604	0.4327502216
242	0.7166008604	0.4326866613
243	0.7169611307	0.4326088772
244	0.7170455884	0.4325304249
245	0.7170078044	0.4324310305
246	0.7173356106	0.4323624814
247	0.7172434104	0.4323069833
248	0.7174623745	0.4322149634
249	0.7175059669	0.4320850937
250	0.7178882866	0.4319251857
251	0.7179033637	0.4318264541
252	0.7180167433	0.4317326186
253	0.7181316899	0.4316666476
254	0.7182147805	0.4315463989
255	0.7183584422	0.4314702889
256	0.7182405142	0.4314261569
257	0.7185593445	0.4313191514
258	0.7184626267	0.4312356162
259	0.7186698505	0.4310938546
260	0.7190872103	0.4309611489
261	0.7194482108	0.4308632278
262	0.719606341	0.4307326899
263	0.719665272	0.4306938715
264	0.7195686124	0.4306200684
265	0.719615702	0.4305387312
266	0.7197594907	0.4304092392
267	0.7198231393	0.4302493843
268	0.7199787773	0.4301859047
269	0.7200377292	0.4301328263
270	0.7200660124	0.4300685743
271	0.7201461747	0.4299966153
272	0.7199481331	0.4298651903
273	0.7199976428	0.4298212208
274	0.7202687966	0.4297171411
275	0.7201980898	0.4296487627
276	0.7200943535	0.4295142218
277	0.7208157732	0.4294018802
278	0.720810986	0.4293167914
279	0.7206883343	0.4291977893
280	0.7207308089	0.429145345
281	0.7206909766	0.4291027545
282	0.720860976	0.4290466863
283	0.7209720707	0.4289137978
284	0.7211104889	0.4287675967
285	0.720974114	0.428649804
286	0.7212525062	0.4285715609
287	0.7213424165	0.4284992519
288	0.721670156	0.4284023211
289	0.7216555628	0.4282917782
290	0.7219029092	0.4282051582
291	0.7219863175	0.4281172182
292	0.7219273414	0.4280475764
293	0.7221747206	0.4279974323
294	0.7226464605	0.4279067716
295	0.7224155216	0.4278224466
296	0.7228496447	0.4277019686
297	0.7231495134	0.4276272036
298	0.7231858407	0.4275547335
299	0.7233264524	0.4274485661
300	0.7236275724	0.4273414489
301	0.7239600224	0.4271856771
302	0.7239925714	0.4271112506
303	0.7238684948	0.4270528598
304	0.724115566	0.4269515545
305	0.72406168	0.4268840993
306	0.7241480957	0.4267660542
307	0.7238044696	0.4267225536
308	0.723942665	0.4266376607
309	0.7241877895	0.4265296551
310	0.7238550519	0.4264432276
311	0.724182698	0.4263044014
312	0.7242407249	0.4262148437
313	0.7245196139	0.4261192485
314	0.7245042493	0.4260595918
315	0.724363894	0.4259733936
316	0.7245889056	0.4258640949
317	0.7246855996	0.4257583098
318	0.7249328493	0.4256604754
319	0.7249055267	0.4255695439
320	0.725195572	0.4254094831
321	0.7252760229	0.425341496
322	0.7253026277	0.4252467148
323	0.7253026277	0.4251660954
324	0.7255712346	0.4250719711
325	0.7257217073	0.4250098221
326	0.7258612038	0.4249434618
327	0.7257969303	0.4248394141
328	0.7259630996	0.4248024488
329	0.7259145531	0.4247267287
330	0.7259675037	0.4245865283
331	0.7260265879	0.4245357428
332	0.7261662088	0.4244167284
333	0.7262411348	0.4243443309
334	0.7261820331	0.4242614597
335	0.7260419746	0.4241992731
336	0.7264452063	0.4241003992
337	0.7264664144	0.4240347783
338	0.7265687347	0.4239812313
339	0.7266656818	0.4238875616
340	0.7266280581	0.4238167072
341	0.7265904323	0.4237200882
342	0.726493706	0.423624307
343	0.7270201572	0.4235011623
344	0.7271652729	0.4234119254
345	0.7275521665	0.4233140666
346	0.7277025829	0.4232607478
347	0.7279713872	0.4231058347
348	0.7277135508	0.4230154426
349	0.7276651097	0.4229736988
350	0.7276598261	0.4229010924
351	0.7278050512	0.4228179665
352	0.7280361948	0.422714324
353	0.7282406175	0.4226138183
354	0.7283479701	0.4225245642
355	0.7282997664	0.4223950272
356	0.7287353602	0.4222940272
357	0.7287784679	0.4221831826
358	0.7288746969	0.4220279892
359	0.7288426282	0.4219198621
360	0.7289830208	0.4217944537
361	0.7287197846	0.4216457701
362	0.7291494144	0.421488519
363	0.7293748891	0.4213722644
364	0.7298967853	0.4212551926
365	0.7297417236	0.421139824
366	0.7294075892	0.421058068
367	0.7294883171	0.4209656604
368	0.7297361259	0.4208401437
369	0.7300647987	0.4206968254
370	0.7299736632	0.4206265246
371	0.7300929489	0.4205526272
372	0.7301737663	0.4204588564
373	0.7302216829	0.4204050618
374	0.7303184563	0.4203220366
375	0.730028119	0.4202284887
376	0.7304368415	0.4201451691
377	0.7305300563	0.4200290411
378	0.7307396222	0.4199232715
379	0.7306382349	0.4198834885
380	0.7309070449	0.4197856076
381	0.7311153209	0.4196466157
382	0.73124963	0.4196031069
383	0.7311961638	0.4195215295
384	0.7309650681	0.4194283608
385	0.7310618395	0.4193289814
386	0.7310834813	0.4192102788
387	0.7310357079	0.4190537651
388	0.7310197797	0.4189878934
389	0.7313317937	0.4188578293
390	0.7313808523	0.418778334
391	0.7315801943	0.4187038982
392	0.7317203187	0.4185785289
393	0.7316827578	0.418530973
394	0.7319630376	0.4184035764
395	0.7322417316	0.418264505
396	0.7324052133	0.4181756664
397	0.7324369151	0.4181187014
398	0.7324452339	0.4179960281
399	0.7322876591	0.4178685476
400	0.7325677755	0.4177979487
401	0.7325953114	0.4177300182
402	0.7328497409	0.4176054355
403	0.732602902	0.4175515526
404	0.732527837	0.4175082346
405	0.73260876	0.4174525057
406	0.7326896879	0.4173352133
407	0.733418254	0.4171786059
408	0.7337243054	0.4170998258
409	0.7338841017	0.4169740659
410	0.7340302662	0.4168683154
411	0.7341509658	0.4167778473
412	0.7339199479	0.4167254987
413	0.7342102145	0.416644257
414	0.7345850856	0.4165058328
415	0.7348316603	0.4164224554
416	0.7349440398	0.416336744
417	0.735149541	0.4162382896
418	0.7350903168	0.4161687436
419	0.7349840066	0.4161068827
420	0.7350275458	0.4160162992
421	0.7350432413	0.415939475
422	0.7352366286	0.41586282
423	0.7356138013	0.4157211719
424	0.7355824768	0.4156535356
425	0.7358350857	0.4155843988
426	0.7359753569	0.4155226912
427	0.7360720315	0.415439317
428	0.7362591803	0.4153985283
429	0.7367859682	0.4152952163
430	0.7365957699	0.415184016
431	0.7368015643	0.4150677029
432	0.7367579097	0.4150305452
433	0.7368764072	0.4149117974
434	0.7367267125	0.4148333649
435	0.7369762342	0.4147745298
436	0.7371166099	0.4147122142
437	0.737353682	0.4146484935
438	0.7374066611	0.4145738315
439	0.737328828	0.4144751398
440	0.737107291	0.4144178642
441	0.7373411158	0.4143201576
442	0.73759706	0.4141759566
443	0.7379118274	0.4141025538
444	0.7378151758	0.4140287333
445	0.738224396	0.4138945377
446	0.7383712312	0.4138116626
447	0.7386175006	0.4137556539
448	0.7385208241	0.4136768029
449	0.7385582167	0.4136560352
450	0.7384588016	0.4135657329
451	0.738436907	0.4135337674
452	0.738324685	0.4134707552
453	0.7385555028	0.413438091
454	0.7385837979	0.4133746605
455	0.7383282909	0.4132903337
456	0.7385527877	0.4131727907
457	0.7386340046	0.4131122726
458	0.7388119458	0.4130339344
459	0.7389022329	0.412978776
460	0.7389150873	0.4128837585
461	0.7391897503	0.4127808709
462	0.7392799953	0.4126924461
463	0.7391175424	0.4126133854
464	0.7391897503	0.4125184839
465	0.7393303082	0.4124838427
466	0.7393626491	0.4124191813
467	0.7396902629	0.4123254936
468	0.7395561358	0.4122521607
469	0.7396878153	0.4121299833
470	0.7396040486	0.4121143558
471	0.7392194688	0.4120263827
472	0.7394568927	0.4119662525
473	0.7393137022	0.4118640855
474	0.7393950189	0.4118095061
475	0.7396284646	0.411705597
476	0.739513759	0.4116212053
477	0.7395861168	0.4115078532
478	0.7398106094	0.4114424602
479	0.7398171239	0.4113761065
480	0.7399578422	0.4112958582
481	0.7400896754	0.4111975764
482	0.7401995723	0.4110970163
483	0.7401995723	0.4109669586
484	0.7403095019	0.4109168882
485	0.7406461575	0.4108748057
486	0.7408837154	0.410806188
487	0.7408287539	0.4106781442
488	0.7408661558	0.4106493573
489	0.7413567779	0.4105550172
490	0.741387503	0.4104698036
491	0.7417238206	0.4104184776
492	0.7416050592	0.4103812209
493	0.7415743683	0.4103102949
494	0.7418780068	0.4101877345
495	0.7415963891	0.4100911158
496	0.7417505717	0.409988477
497	0.741988179	0.4098652216
498	0.742069621	0.4097918776
499	0.7420542981	0.4097044354
500	0.7420236468	0.4095855411
501	0.7421847141	0.4094781404
502	0.742526003	0.4093149531
503	0.7427110887	0.4092799175
504	0.7427331629	0.4092200252
505	0.7429471744	0.4091138857
506	0.7431339912	0.4090578492
507	0.7429234063	0.4089659419
508	0.7429166047	0.4088940933
509	0.7431086265	0.4088109921
510	0.7432954748	0.4087183026
511	0.7434670155	0.408627675
512	0.7435470441	0.4085369417
513	0.7436797335	0.4084659507
514	0.7437987032	0.4083924019
515	0.7437338328	0.4083157643
516	0.7439038896	0.4082041117
517	0.7439785905	0.4081273389
518	0.7441957252	0.4080263373
519	0.7441210572	0.4079561178
520	0.7443506185	0.4078692353
521	0.7447972411	0.4077798726
522	0.7446466809	0.4077434492
523	0.7447074215	0.4076609573
524	0.7446631385	0.4075837489
525	0.7449161613	0.4074710351
526	0.7449686376	0.4074019219
527	0.7450653983	0.4073346689
528	0.7449546738	0.4072585362
529	0.7453102239	0.4071522107
530	0.7456680042	0.4070751302
531	0.7458231762	0.4070378529
532	0.7459340529	0.4069602355
533	0.7460539223	0.4068946652
534	0.7461568196	0.4068260067
535	0.7462606679	0.4067652904
536	0.7464319696	0.4066889752
537	0.7463787514	0.406612872
538	0.7462366871	0.4065434838
539	0.7466460422	0.4065091444
540	0.7465119738	0.4064511329
541	0.7462802047	0.406400349
542	0.7463246235	0.4063216391
543	0.7467341169	0.4062276814
544	0.7468237674	0.4061954083
545	0.7468094601	0.4061301646
546	0.747099768	0.4060677415
547	0.7469807841	0.4060153824
548	0.746891916	0.4059456164
549	0.7469284546	0.4058915912
550	0.7470553242	0.4058507673
551	0.7470854152	0.4057830008
552	0.7471076347	0.4057205175
553	0.7469965505	0.4056749334
554	0.7468181278	0.4056012534
555	0.7470101743	0.4055157604
556	0.7469800655	0.4054479599
557	0.747285438	0.4053586311
558	0.7473599667	0.4052748034
559	0.7473599667	0.4052279155
560	0.7473377357	0.4051302853
561	0.7477096966	0.4050229291
562	0.7477169289	0.4049563212
563	0.7477391718	0.4049460622
564	0.7478354012	0.4048438428
565	0.7477608831	0.404762531
566	0.747879906	0.4047147871
567	0.7475751265	0.4046455433
568	0.7478504061	0.404586024
569	0.7479916691	0.4045223834
570	0.7479461841	0.4044283812
571	0.7481175035	0.4043685068
572	0.7480652459	0.4043346947
573	0.7479461841	0.4042637811
574	0.7482365547	0.4042007569
575	0.7483851764	0.4041319545
576	0.7482883848	0.4040637993
577	0.7481397702	0.4039569331
578	0.7483037734	0.4038884194
579	0.748414754	0.4037960365
580	0.7485637744	0.4037391252
581	0.7485115504	0.4036253337
582	0.7486525921	0.4035779904
583	0.7487423724	0.4034621455
584	0.7487939968	0.403391776
585	0.748726807	0.403274066
586	0.7488682392	0.4032085358
587	0.7489427601	0.4031614815
588	0.749017038	0.4030653627
589	0.749069248	0.4029722948
590	0.7491138713	0.4028823315
591	0.7492850334	0.4028449668
592	0.749523242	0.4027438049
593	0.7497020262	0.4026738763
594	0.7495009088	0.4025668772
595	0.7494263834	0.4025350021
596	0.7495977594	0.4024674794
597	0.7497095188	0.4024188041
598	0.7502606727	0.4023170354
599	0.7500893602	0.4022281083
600	0.7502606106	0.4021902038
601	0.7506997796	0.4021311369
602	0.7505137445	0.4020549059
603	0.7504840199	0.4019157597
604	0.7505733091	0.4018460384
605	0.7506105188	0.4017814022
606	0.75084145	0.4017137769
607	0.7507893953	0.4016886792
608	0.7509012364	0.4016542074
609	0.75084145	0.4015951505
610	0.7510649072	0.4015375023
611	0.7513999762	0.4014622825
612	0.7514671274	0.401376593
613	0.7514970952	0.4013126534
614	0.7517202347	0.4012428982
615	0.7516534589	0.4011894964
616	0.7520705476	0.4011012261
617	0.7521601812	0.4009781158
618	0.7522340045	0.4009129398
619	0.7521072226	0.4008129214
620	0.7521296241	0.4008039857
621	0.7524050633	0.4007363103
622	0.7523974031	0.4006556622
623	0.752316539	0.4005807669
624	0.7523236416	0.4005220743
625	0.7525324753	0.4004407075
626	0.7526215443	0.400368215
627	0.7523837902	0.400247078
628	0.7524652188	0.4001483215
629	0.752428631	0.4000631857
630	0.7526068045	0.399980502
631	0.7525849996	0.3999238663
632	0.7528079845	0.3998577243
633	0.7529867421	0.3997683389
634	0.7529124333	0.3997229938
635	0.752733665	0.3996620849
636	0.7526369108	0.39962319
637	0.753032335	0.3995308637
638	0.7528605483	0.3994382831
639	0.7527407054	0.3993222511
640	0.7528675704	0.3992658439
641	0.7529194471	0.3991969305
642	0.7531051738	0.3991229987
643	0.7534928059	0.399039918
644	0.7538365267	0.3989880592
645	0.7538961232	0.3988366111
646	0.7539479173	0.3987535114
647	0.7540221666	0.3986858188
648	0.7541325391	0.3986132564
649	0.754491018	0.3985333126
650	0.7545719902	0.398465969
651	0.7546461758	0.3984213785
652	0.7547282204	0.3983692124
653	0.7548473567	0.3982688527
654	0.7549518959	0.3982458389
655	0.7546619005	0.3981634724
656	0.7547664442	0.398114514
657	0.7548631178	0.3980922208
658	0.7550856292	0.3980508389
659	0.7551743649	0.3980156498
660	0.7552272592	0.3979421954
661	0.7553688976	0.3978841779
662	0.7556521998	0.3977850281
663	0.7557422468	0.3977380321
664	0.755600572	0.3976688668
665	0.7555489349	0.3976132836
666	0.755930385	0.3975327489
667	0.7557952446	0.3974565431
668	0.7558919048	0.397380153
669	0.7557038184	0.3973124384
670	0.7559275587	0.3972473264
671	0.7562043796	0.3971800218
672	0.7563686202	0.3971067427
673	0.7567261568	0.3970053664
674	0.7568211605	0.3969373168
675	0.7568147288	0.3968939648
676	0.7568678863	0.3968357357
677	0.7570032185	0.3967415592
678	0.7569372001	0.3966926595
679	0.7573319027	0.3965855405
680	0.7574366617	0.3965225438
681	0.7575558867	0.3964256236
682	0.757027454	0.3963624591
683	0.7570725891	0.3963189183
684	0.7572578241	0.3962159535
685	0.7574303175	0.3961270871
686	0.7575640147	0.3960992065
687	0.7574384354	0.3960115584
688	0.7576010492	0.3959365763
689	0.7579154493	0.3958681039
690	0.7576091817	0.3958189644
691	0.7575351042	0.3957474408
692	0.7576028623	0.3956135697
693	0.7577654564	0.3955631046
694	0.7577899037	0.3954193999
695	0.7580799046	0.3953512647
696	0.758213583	0.3953038059
697	0.7584973166	0.3952052863
698	0.7585713434	0.3951627474
699	0.7585692996	0.3950780546
700	0.7587851331	0.3950229781
701	0.7588612312	0.3949530974
702	0.75877899	0.3948932493
703	0.7587419884	0.3948105357
704	0.7590339893	0.394704736
705	0.7588303675	0.3946275367
706	0.7588386097	0.3945709818
707	0.7589722189	0.3944905491
708	0.7592167615	0.3944290896
709	0.759323853	0.3943702855
710	0.7593608395	0.3942571663
711	0.7592702993	0.3941979952
712	0.7594491475	0.3941111481
713	0.759346491	0.39406079
714	0.7595253712	0.3939755673
715	0.7597971965	0.3939015113
716	0.7597065665	0.3938390525
717	0.7599534759	0.3937912719
718	0.759998807	0.3936386311
719	0.7599391571	0.3935925144
720	0.7599928409	0.3935299732
721	0.7599248367	0.3934631753
722	0.7599475034	0.3934552188
723	0.7601634504	0.3933884499
724	0.7605070843	0.3933305557
725	0.7601885554	0.3932441021
726	0.7605154824	0.3931246996
727	0.7604642143	0.3930739379
728	0.7608449191	0.3929494032
729	0.761114758	0.3928768797
730	0.761114758	0.3928741435
731	0.7608929211	0.3927984992
732	0.7610635314	0.3927419515
733	0.761231008	0.3926896277
734	0.7614698069	0.3926201837
735	0.7614413231	0.3925430528
736	0.7616346757	0.392475338
737	0.761609168	0.392431683
738	0.7616773616	0.3924243155
739	0.7615722088	0.3923717747
740	0.7619900319	0.3923053411
741	0.7621634529	0.3922400052
742	0.7621947579	0.3921737728
743	0.7621749127	0.3920524161
744	0.7623114828	0.3919558701
745	0.762371211	0.3919202026
746	0.7622745192	0.3918224375
747	0.7622062293	0.3917629207
748	0.7622801517	0.3916908955
749	0.7623854033	0.3916350795
750	0.7623342492	0.3916137143
751	0.7624193934	0.39155212
752	0.7624193934	0.3915381693
753	0.7625503957	0.391495006
754	0.7625559869	0.3914438118
755	0.7629112186	0.3913908886
756	0.7628829044	0.3912875937
757	0.762956771	0.3912195672
758	0.7629112186	0.3911482623
759	0.7629961206	0.3910165071
760	0.763010265	0.3909669445
761	0.7630872083	0.3909127093
762	0.7631327603	0.3908592601
763	0.7632207234	0.3908121242
764	0.7632576323	0.3907526622
765	0.7632607982	0.3906145082
766	0.7631044776	0.3905647528
767	0.7631272575	0.3905577554
768	0.7630761882	0.3904976203
769	0.7633204979	0.3904224891
770	0.7635082692	0.3903611996
771	0.7635940159	0.3903080284
772	0.7640912348	0.3902182069
773	0.7639859096	0.3901262881
774	0.7639121089	0.3900644816
775	0.7638611053	0.3900004399
776	0.7640228067	0.3899306143
777	0.7638121959	0.3898453084
778	0.7640456147	0.3897918147
779	0.764	0.3897485618
780	0.7643897779	0.3896731624
781	0.7643441399	0.389609175
782	0.7644460363	0.389546069
783	0.7643547809	0.3894868
784	0.764482913	0.3894251119
785	0.7645426056	0.3893869261
786	0.7645197875	0.3893326192
787	0.7646022982	0.3892944795
788	0.7646057856	0.3892432788
789	0.7646567164	0.3891922553
790	0.7645004328	0.3891543782
791	0.7647866309	0.3890795772
792	0.7649868641	0.3890143893
793	0.7649816369	0.3889207127
794	0.7650185119	0.3888435067
795	0.7649676013	0.3888088671
796	0.7649254846	0.3886976444
797	0.7649254846	0.3886152664
798	0.7649254846	0.3886129976
799	0.7650116508	0.3885273083
800	0.7652137544	0.3884970668
801	0.7653789848	0.3883849326
802	0.7656320019	0.3882967408
803	0.7657006274	0.3882541384
804	0.7655250732	0.3881876192
805	0.7654704634	0.3881387938
806	0.7655073503	0.3880983659
807	0.7657463846	0.3880160463
808	0.7656637485	0.3879053644
809	0.7660871124	0.3877755984
810	0.7660921772	0.3877174024
811	0.7661557766	0.3876377205
812	0.7663947895	0.387581016
813	0.7665321978	0.3875213196
814	0.7664495309	0.387464043
815	0.7665690552	0.3873896169
816	0.7669783979	0.387281762
817	0.7671347475	0.3871967871
818	0.7671437535	0.3871112976
819	0.7672674019	0.3870381835
820	0.7674654874	0.3869923438
821	0.7675940591	0.3869581163
822	0.767639939	0.3869080436
823	0.7676260498	0.3868075962
824	0.7676169984	0.3867486425
825	0.7677642981	0.3866856739
826	0.7678470043	0.3866136057
827	0.7679756141	0.3865344431
828	0.7680765207	0.3864236505
829	0.7682237963	0.3863589599
830	0.7684949933	0.3862490119
831	0.7687662551	0.3861771395
832	0.7684396209	0.3861323461
833	0.7685270993	0.3860299999
834	0.7685270993	0.3859410854
835	0.7688535375	0.3858577642
836	0.7687937324	0.3857923562
837	0.7687937324	0.3857914103
838	0.7687845717	0.3857223357
839	0.7690007774	0.3856725628
840	0.7690007774	0.3855837131
841	0.7691801513	0.3855072021
842	0.7692077639	0.3854656516
843	0.7693319778	0.3853664846
844	0.7694470198	0.3853108594
845	0.7692169648	0.3852418121
846	0.7692307692	0.3851699217
847	0.7693320171	0.3850350394
848	0.7693734666	0.384980306
849	0.7695483099	0.3849200782
850	0.7693872666	0.3848380744
851	0.7696128299	0.3847739303
852	0.7696451014	0.3846785929
853	0.7696358577	0.3846275543
854	0.7699488376	0.3845097218
855	0.7699488376	0.3845061124
856	0.7699168013	0.3844661044
857	0.7697647974	0.3843699788
858	0.7698431701	0.3842909998
859	0.7699997007	0.3842225254
860	0.7703588424	0.3841533976
861	0.7702666308	0.3841012749
862	0.7702852354	0.3840154211
863	0.7702346743	0.3839815787
864	0.7704510761	0.3838993097
865	0.7705477402	0.3838578937
866	0.7708009099	0.3837574498
867	0.7708058915	0.3837349799
868	0.7709212851	0.383667755
869	0.7708376979	0.3835472181
870	0.7710490096	0.3834744419
871	0.7712054573	0.3834152124
872	0.7711780724	0.3833441123
873	0.771500389	0.3832671061
874	0.7715046525	0.3831890071
875	0.7714909787	0.3831419061
876	0.7714909787	0.3830952916
877	0.7715046525	0.3830208413
878	0.7715833259	0.3829086451
879	0.771486713	0.3828445886
880	0.7715234761	0.3828111208
881	0.7715696543	0.3827812211
882	0.7715277362	0.38272915
883	0.7715739078	0.3826750069
